# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/bit/project/yeast_stress/data/Saccharomyces_cerevisiae.R64-1-1.59.gtf" "-o" "/home/bit/project/yeast_stress/results/counts/gene_counts.txt" "/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam
YKL100W-A	XI	254159	254248	+	90	0	0	0	0	0	0
YKL035W	XI	369891	371390	+	1500	4643	4968	5340	26396	24909	27834
YKL084W	XI	280509	280859	+	351	525	420	559	768	650	565
YKL207W	XI	48194	48955	+	762	4087	2989	3918	7480	5430	4644
YKR066C	XI	566113	567198	-	1086	2251	2200	2423	33849	49122	43454
YKL117W	XI	220324	220974	+	651	4185	3400	3457	7034	7725	7775
YKL140W	XI	180779	182425	+	1647	1089	1092	1242	2060	1862	1763
YKL007W	XI	429302	430108	+	807	1088	939	919	4289	3382	3720
YKL051W	XI	341312	342373	+	1062	703	784	691	2509	3440	2970
YKL022C	XI	394726	397248	-	2523	597	588	528	610	684	681
YKL021C	XI	397344	398750	-	1407	1929	1590	1522	470	599	697
YKL148C	XI	169207	171129	-	1923	533	531	570	1034	1099	1114
YKL038W	XI	365605	369117	+	3513	882	840	962	1629	1468	1324
YKL125W	XI	208247	210130	+	1884	1000	844	806	531	347	250
YKL048C	XI	347214	349136	-	1923	329	330	277	265	268	275
YKL053W	XI	339572	339946	+	375	5	3	5	20	9	8
YKR093W	XI	615730	617535	+	1806	634	801	789	235	403	423
YKL201C	XI	63930	67466	-	3537	473	597	445	274	489	418
YKL123W	XI	212043	212423	+	381	2	3	1	6	6	7
YKL224C	XI	1810	2181	-	372	1	1	0	2	0	0
YKL077W	XI	291453	292631	+	1179	3429	3011	3494	3476	3227	2855
YKR103W	XI	653080	656736	+	3657	348	295	304	442	277	172
YKR104W	XI	656836	657756	+	921	111	119	93	148	88	40
YKR024C	XI	485144	487372	-	2229	742	975	665	17	84	60
YKR056W	XI	549448	551367	+	1920	2268	1653	1660	300	222	191
YKL203C	XI	55935	63359	-	7425	1761	1343	1741	1733	1187	892
YKR054C	XI	535647	547925	-	12279	1867	1351	1914	1183	820	668
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	17703	13296	14541	1750	2126	2806
YKL133C	XI	191679	193070	-	1392	144	124	98	542	423	414
tH(GUG)K	XI	313401	313472	-	72	0	0	0	1	0	0
YKL122C	XI	212495	212998	-	504	553	682	458	43	585	691
YKR100C	XI	638901	639968	-	1068	751	820	773	471	1294	1240
YKR083C	XI	596421	596822	-	402	143	107	82	19	159	148
YKL225W	XI	451	798	+	348	0	0	0	0	0	0
YKL189W	XI	84704	85903	+	1200	250	234	182	302	414	403
YKL113C	XI	224727	225875	-	1149	951	688	729	1066	792	677
tV(AAC)K2	XI	379680	379753	+	74	0	0	0	0	0	0
YKL213C	XI	31960	34107	-	2148	1232	1066	1095	3130	2371	2303
YKL154W	XI	161601	162335	+	735	833	801	807	139	689	614
YKR063C	XI	560789	562297	-	1509	765	540	582	374	582	583
YKL163W	XI	144401	145378	+	978	94	122	121	390	283	237
YKL174C	XI	120380	122236	-	1857	1694	1675	1786	947	1059	763
YKL134C	XI	189124	191442	-	2319	453	337	411	632	453	428
YKR011C	XI	461635	462696	-	1062	363	371	326	820	2286	2254
YKL005C	XI	433093	434877	-	1785	831	649	584	633	427	454
YKL069W	XI	307285	307827	+	543	478	420	441	399	436	414
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	14856	11954	13461	1428	2084	2910
YKL187C	XI	89284	91536	-	2253	332	320	335	1514	974	742
YKL111C	XI	228464	228799	-	336	7	3	0	0	1	0
YKR035W-A	XI	507939	508553	+	615	0	0	0	0	0	0
YKL182W	XI	100671	106826	+	6156	30179	24798	29083	6575	5147	4541
YKL099C	XI	255720	256472	-	753	1148	784	714	79	123	202
YKL179C	XI	110464	112503	-	2040	1100	819	741	965	1335	1390
YKL047W	XI	349463	351013	+	1551	757	626	590	849	655	568
YKL049C	XI	346075	346764	-	690	263	201	175	292	379	432
YKL220C	XI	9091	11226	-	2136	296	239	278	578	394	288
YKL183W	XI	98721	99641	+	921	786	585	672	408	399	295
YKL181W	XI	107316	108599	+	1284	10715	8726	9557	2061	1664	1604
YKL088W	XI	275283	276998	+	1716	578	485	411	592	933	955
YKL209C	XI	42423	46295	-	3873	5249	5083	5404	1187	2977	2386
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	0	0	0	0	0	0
YKR019C	XI	476216	478063	-	1848	360	273	329	342	254	257
YKR012C	XI	463739	464116	-	378	17	13	28	53	33	16
YKL166C	XI	134509	135705	-	1197	776	587	570	188	221	200
YKL016C	XI	407465	407989	-	525	962	813	831	2452	1939	2041
YKR086W	XI	599857	603072	+	3216	866	760	622	270	554	442
tR(ACG)K	XI	490968	491040	+	73	2	0	2	0	0	1
YKL141W	XI	179667	180263	+	597	1407	1374	1414	2375	2505	2354
YKL065C	XI	316437	317057	-	621	1634	1527	1545	9293	6149	5343
YKL013C	XI	417508	418023	-	516	1467	1325	1204	5362	4232	3819
YKL040C	XI	361058	361828	-	771	968	749	784	2768	2881	3489
YKR061W	XI	557677	558954	+	1278	524	502	515	1629	1572	1281
YKL096W	XI	261132	261851	+	720	1962	2071	2686	6685	2948	2961
YKR050W	XI	527815	530484	+	2670	1150	1079	1276	1256	864	630
YKL170W	XI	130634	131050	+	417	35	32	26	88	57	45
YKR046C	XI	524223	525074	-	852	2602	2181	2287	4940	3825	3106
YKL210W	XI	39163	42237	+	3075	6442	6433	7126	16935	13118	10307
YKR002W	XI	443232	444938	+	1707	755	680	659	1365	1420	1161
YKL015W	XI	408544	411483	+	2940	1060	901	908	1128	1134	1122
snR87	XI	431030	431138	-	109	15	22	17	5	3	10
YKL009W	XI	426242	426952	+	711	3898	2615	2464	156	239	274
YKL108W	XI	234426	235787	+	1362	293	227	201	395	447	403
YKR097W	XI	631152	632801	+	1650	131	103	95	403	385	309
YKL071W	XI	305114	305884	+	771	445	410	474	14344	10108	7027
YKL075C	XI	292956	294308	-	1353	333	298	255	215	459	500
YKL206C	XI	49006	49809	-	804	636	515	516	1699	1058	1028
tD(GUC)K	XI	513332	513403	-	72	0	0	1	0	0	1
YKL195W	XI	75821	77032	+	1212	1356	972	1067	1323	3682	3724
YKL130C	XI	195288	196028	-	741	565	602	573	532	452	457
YKL064W	XI	317764	320673	+	2910	1481	1114	1312	3925	3361	3603
YKR026C	XI	488738	489655	-	918	1636	1198	1280	1288	914	885
YKL076C	XI	292838	293221	-	384	31	22	34	21	24	20
YKL188C	XI	86225	88786	-	2562	139	171	116	226	652	680
YKL196C	XI	74932	75534	-	603	2346	1968	2119	2652	2232	1999
snR42	XI	559016	559366	-	351	63	42	33	194	195	168
YKR105C	XI	658716	660464	-	1749	69	57	61	70	66	67
YKL109W	XI	232227	233891	+	1665	369	595	412	537	619	536
YKR071C	XI	574934	575980	-	1047	2342	2267	2060	5883	8075	9540
YKL168C	XI	131288	133462	-	2175	362	301	305	897	944	949
YKL102C	XI	248062	248367	-	306	9	6	11	19	9	11
YKR090W	XI	608946	611066	+	2121	780	589	668	911	629	504
YKR036C	XI	508702	510633	-	1932	918	638	708	471	552	543
YKL202W	XI	63821	64402	+	582	2	5	4	1	7	12
YKR084C	XI	597055	598890	-	1836	1615	1280	1290	3270	2385	2086
YKL216W	XI	25215	26159	+	945	15830	13841	13464	1066	1581	2245
YKR055W	XI	548216	549091	+	876	283	235	285	256	309	303
YKL219W	XI	14485	15708	+	1224	964	918	973	1310	1151	886
YKL020C	XI	398832	402080	-	3249	1263	1050	1177	1255	1203	1207
YKL178C	XI	113215	114627	-	1413	93	100	92	150	146	133
YKL067W	XI	314812	315273	+	462	1381	1198	1422	7104	5041	4665
YKL097C	XI	258503	258913	-	411	3	3	2	12	5	3
YKL095W	XI	262277	263113	+	837	139	130	108	364	388	370
YKR031C	XI	501344	506395	-	5052	1162	758	847	1461	1178	1051
YKL036C	XI	369528	369920	-	393	41	31	36	107	92	100
YKR088C	XI	604405	605418	-	1014	1870	1604	1745	3742	2897	2796
YKL151C	XI	164917	165930	-	1014	625	453	540	4177	2126	1802
YKL105C	XI	239185	242583	-	3399	924	793	782	1981	1516	1541
YKL169C	XI	130685	131068	-	384	17	7	11	31	18	33
YKL150W	XI	166544	167452	+	909	768	811	789	3086	2603	2342
YKL023C-A	XI	393146	393373	-	228	614	513	550	553	414	381
YKL138C-A	XI	184803	185012	-	210	284	242	194	187	338	400
YKL082C	XI	281025	282329	-	1305	446	627	420	12	163	192
YKR070W	XI	573574	574632	+	1059	1039	839	995	2031	1486	1460
YKR021W	XI	479234	481981	+	2748	721	666	730	921	843	821
YKR016W	XI	469717	471339	+	1623	565	507	471	487	1790	2017
YKR033C	XI	506879	507304	-	426	0	0	0	0	0	0
YKR059W	XI	554987	556174	+	1188	5151	4961	5759	1543	1842	2244
YKR069W	XI	571612	573393	+	1782	344	330	284	553	615	535
YKR053C	XI	534067	535281	-	1215	585	468	511	1794	1419	1150
YKL218C	XI	17359	18339	-	981	324	258	261	1420	1221	1252
YKL167C	XI	133721	134134	-	414	291	276	210	812	565	436
tE(UUC)K	XI	141018	141089	-	72	1	7	3	2	1	1
YKL142W	XI	178515	179174	+	660	788	590	502	9046	5759	6032
YKL011C	XI	420155	421216	-	1062	352	300	279	478	510	516
YKL160W	XI	153269	153706	+	438	1380	984	876	1198	1493	1509
YKL144C	XI	175843	176481	-	639	848	651	659	217	169	190
YKL055C	XI	335321	336157	-	837	161	124	125	46	57	62
YKR043C	XI	520897	521712	-	816	4138	3782	4253	1845	1945	1832
YKR039W	XI	515063	516871	+	1809	283	263	273	1017	710	435
YKL019W	XI	402568	403518	+	951	1420	1158	1271	3066	2230	1919
YKL184W	XI	96757	98157	+	1401	3478	2568	3142	3599	2971	3067
YKR029C	XI	497578	499833	-	2256	351	324	239	301	674	651
YKL176C	XI	115500	117986	-	2487	4096	3092	3928	3382	2370	1905
YKL033W-A	XI	374505	375215	+	711	2172	1771	2018	3762	3010	3050
YKL090W	XI	271878	273209	+	1332	344	279	264	647	605	541
YKR041W	XI	518198	518950	+	753	20	20	20	8	14	17
YKL010C	XI	421424	425875	-	4452	1715	1459	1582	2971	2058	1649
YKL032C	XI	380065	381858	-	1794	1093	1067	1144	1110	1174	1110
YKR051W	XI	530946	532202	+	1257	734	683	747	1140	1050	895
YKR098C	XI	633026	635179	-	2154	329	276	273	769	494	445
YKL175W	XI	118793	120304	+	1512	3603	3023	3471	4676	3320	2573
YKL120W	XI	217344	218318	+	975	3274	3425	3199	1266	1497	1599
YKL222C	XI	3503	5620	-	2118	539	413	436	486	378	373
YKL092C	XI	266145	269459	-	3315	665	554	537	652	919	939
YKL068W	XI	310199	313078	+	2880	2077	2035	2014	919	1096	908
YKR009C	XI	454352	457054	-	2703	403	359	441	1524	1269	1057
tA(AGC)K2	XI	517988	518060	+	73	0	0	0	1	0	0
YKR028W	XI	494257	497358	+	3102	2622	2014	2508	2341	2097	1823
YKR076W	XI	582283	583395	+	1113	169	131	156	24806	13883	10978
YKR106W	XI	661442	663289	+	1848	68	42	45	212	204	134
YKL197C	XI	70734	73865	-	3132	762	514	605	1612	1336	1254
YKL152C	XI	163642	164385	-	744	41223	35612	40085	67671	52579	56097
YKL093W	XI	264789	265808	+	1020	400	370	388	919	836	748
YKL080W	XI	285030	286208	+	1179	6904	6475	7293	8491	6707	5846
YKL185W	XI	94499	96265	+	1767	1982	2580	2161	755	544	519
YKR081C	XI	591506	592540	-	1035	2412	1652	1486	60	78	93
YKR035C	XI	507920	508561	-	642	4	1	3	8	5	2
YKL101W	XI	248920	253476	+	4557	2266	2091	2023	1379	2679	2430
YKR008W	XI	452201	454078	+	1878	1034	867	788	736	798	727
tW(CCA)K	XI;XI	302918;302988	302953;303023	+;+	72	0	0	1	0	0	0
YKL056C	XI	334412	334915	-	504	62445	48122	54461	15738	18798	21982
YKL156W	XI;XI	158613;158967	158615;159212	+;+	249	3228	3010	2714	196	388	366
YKL162C	XI	147630	148838	-	1209	91	70	67	344	271	245
YKL192C	XI	80160	80537	-	378	2769	2573	2864	7768	5249	4060
YKR064W	XI	562547	565138	+	2592	722	581	574	772	739	722
YKL017C	XI	405190	407241	-	2052	413	301	282	614	590	620
YKL204W	XI	53704	55602	+	1899	755	552	613	1320	1023	965
YKL190W	XI;XI	82947;83075	82998;83550	+;+	528	1030	886	913	2067	1605	1331
YKL211C	XI	36699	38153	-	1455	2318	2204	2342	4827	5893	6143
YKL115C	XI	222893	223285	-	393	33	27	20	38	25	32
YKL107W	XI	236141	237070	+	930	55	49	47	833	563	584
YKL127W	XI	203541	205253	+	1713	2903	2595	2941	3352	2296	1856
YKL165C-A	XI	135790	136023	-	234	21	15	16	9	9	3
YKR049C	XI	526830	527231	-	402	251	216	255	1301	1120	946
YKL052C	XI	339668	340546	-	879	217	222	238	489	532	455
YKL053C-A	XI	339182	339442	-	261	230	217	205	726	567	502
YKL121W	XI	214142	216700	+	2559	311	281	323	918	679	640
tN(GUU)K	XI	74624	74697	+	74	2	4	2	1	0	0
YKL050C	XI	342852	345620	-	2769	229	132	127	214	178	154
YKL194C	XI	77258	78646	-	1389	304	313	317	537	675	571
YKR037C	XI	510910	511797	-	888	314	271	300	549	365	290
YKL059C	XI	328118	329443	-	1326	492	368	389	844	694	676
YKL205W	XI	50051	53353	+	3303	1810	1734	1792	870	849	760
YKL137W	XI	185957	186292	+	336	247	247	210	246	467	423
YKR015C	XI	466961	468667	-	1707	283	366	357	921	1004	765
YKL146W	XI	171783	173861	+	2079	1369	1064	1320	3148	2249	1742
YKR003W	XI	445381	446727	+	1347	884	658	790	2797	2259	2154
YKL028W	XI	385758	387206	+	1449	1097	998	881	563	1363	1344
YKR010C	XI	458924	461239	-	2316	497	427	447	193	198	197
YKL193C	XI	78866	79882	-	1017	311	326	263	1549	1452	1526
tK(CUU)K	XI	202999	203071	+	73	1	0	0	2	0	1
YKL212W	XI	34543	36414	+	1872	4227	3880	4236	2249	2559	2109
YKL147C	XI	171551	172168	-	618	1	1	2	3	1	0
YKL054C	XI	336537	338753	-	2217	2777	2377	2302	1517	1896	1634
snR38	XI	283185	283279	+	95	4	15	5	4	4	6
YKR096W	XI	626793	630380	+	3588	643	579	567	1014	1131	1042
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	267	242	230	277	291	318
YKL164C	XI	141794	142819	-	1026	10254	11668	11666	3522	3528	3155
YKL145W-A	XI	174958	175050	+	93	0	0	0	0	0	0
YKL026C	XI	389380	389883	-	504	69	54	55	534	405	539
YKL044W	XI	356322	356642	+	321	43	65	91	78	94	148
YKL089W	XI	273394	275043	+	1650	288	252	218	386	327	358
YKR077W	XI	583653	584744	+	1092	217	312	276	505	473	352
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	195	181	152	103	142	176
YKL079W	XI	286603	288573	+	1971	628	511	481	1273	1140	1047
YKL161C	XI	149386	150687	-	1302	233	183	160	699	519	454
YKL159C	XI	153816	154451	-	636	287	222	228	454	349	355
YKR030W	XI	500282	501103	+	822	439	497	507	465	1030	926
YKL037W	XI	369365	369721	+	357	20	9	18	25	23	30
YKL042W	XI	358475	359566	+	1092	295	251	224	357	357	380
YKR020W	XI	478338	478832	+	495	314	229	257	713	546	466
YKL012W	XI	418310	420061	+	1752	789	510	540	1173	955	872
YKL106W	XI	237536	238891	+	1356	1506	1197	1445	849	833	678
YKR075C	XI	579827	580750	-	924	174	189	147	111	97	108
YKR065C	XI	565299	565892	-	594	1365	1327	1371	2301	1904	1639
YKL043W	XI	356748	357848	+	1101	599	812	997	782	1313	1664
YKL045W	XI	353493	355079	+	1587	718	666	556	844	1203	1206
YKR060W	XI	556518	557342	+	825	694	477	438	104	143	123
YKL085W	XI	279123	280127	+	1005	1219	1312	1241	3321	5877	5781
YKL165C	XI	137932	140691	-	2760	2408	2183	2743	1733	1357	1077
YKL003C	XI	437097	437492	-	396	352	308	291	574	615	511
YKL072W	XI	299582	301882	+	2301	620	485	518	275	311	241
YKL177W	XI	114356	114694	+	339	2	0	0	2	2	0
YKL186C	XI	92744	93298	-	555	412	512	365	371	445	377
snR64	XI	38811	38911	+	101	10	5	12	5	4	0
YKR032W	XI	506517	506831	+	315	0	0	0	0	0	0
YKL132C	XI	193574	194866	-	1293	207	174	198	103	90	106
YKL223W	XI	2389	2721	+	333	0	1	0	1	0	0
YKL078W	XI	288845	291052	+	2208	1493	1283	1154	44	54	56
YKL001C	XI	438777	439385	-	609	602	524	431	207	295	291
YKR040C	XI	518063	518566	-	504	0	0	0	2	1	0
YKL046C	XI	351275	352624	-	1350	2829	2581	2992	3706	3830	3011
YKR017C	XI	471694	473349	-	1656	360	283	311	460	490	489
YKL058W	XI	330166	330534	+	369	963	678	817	1481	1196	1058
YKL208W	XI	47157	47972	+	816	215	182	147	635	481	390
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	146	112	131	283	188	149
YKR034W	XI	506898	507707	+	810	2	2	2	5	2	3
YKL060C	XI	326408	327487	-	1080	268211	242351	276580	344853	307982	307148
YKL030W	XI	382498	383103	+	606	10	12	10	0	1	1
YKL162C-A	XI	145922	146074	-	153	12	18	8	47	30	39
YKR091W	XI	611525	612265	+	741	151	217	124	1210	876	790
YKL096C-B	XI	259073	259222	-	150	3	1	2	4	2	1
YKL171W	XI	127475	130261	+	2787	709	612	645	1238	1098	965
YKL025C	XI	390240	392279	-	2040	752	826	894	1520	1245	1088
YKL023W	XI	393721	394554	+	834	286	189	239	606	818	940
tR(UCU)K	XI	162487	162558	-	72	4	0	1	1	0	0
YKL215C	XI	26827	30687	-	3861	919	878	976	1947	1486	1055
YKL136W	XI	186416	186814	+	399	12	11	18	16	26	16
YKL033W	XI	375456	378572	+	3117	779	710	705	530	500	430
YKR023W	XI	483419	485011	+	1593	312	279	184	295	448	494
YKR067W	XI	567918	570149	+	2232	513	705	693	2896	8203	7119
YKL098W	XI	256770	257843	+	1074	598	483	587	1217	840	679
YKL114C	XI	223352	224455	-	1104	852	747	773	915	1166	1206
YKL145W	XI	174213	175616	+	1404	3529	2959	2996	8260	7208	6496
YKL057C	XI	330856	333969	-	3114	2372	2672	2604	1779	2347	1892
YKL106C-A	XI	237147	237266	-	120	3	1	0	19	10	5
YKL128C	XI	200884	201771	-	888	1570	1258	1421	3113	2569	2334
YKL008C	XI	427295	428551	-	1257	4461	3750	4597	1426	1407	1435
YKL029C	XI	382716	384725	-	2010	3545	4242	4092	121	199	193
YKR047W	XI	525257	525562	+	306	77	82	80	114	64	62
YKL066W	XI	315281	315724	+	444	143	135	153	704	525	502
YKL119C	XI	218570	219217	-	648	467	400	350	297	773	688
YEL041W	V	75944	77431	+	1488	137	86	127	571	421	334
YER011W	V	175248	176012	+	765	2202	1843	2311	1253	1166	1456
YER158W-A	V	491487	491702	+	216	12	8	4	2	5	12
snR53	V	61699	61789	+	91	2	3	1	0	1	1
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	7118	6137	5911	858	1754	2511
YEL067C	V	26189	26776	-	588	71	73	55	225	134	65
YEL054C	V	52721	53218	-	498	5111	4030	4113	234	316	398
YEL047C	V	65385	66797	-	1413	3354	3555	3891	7411	6348	5596
YER146W	V	462585	462866	+	282	98	73	80	79	80	78
YER159C	V	491530	491958	-	429	224	216	159	51	248	288
YER084W	V	327065	327451	+	387	19	12	18	27	12	8
YER183C	V	553334	553969	-	636	711	559	579	794	648	623
YEL009C-A	V	136371	136778	-	408	3	4	4	10	7	11
YEL059C-A	V	42400	42624	-	225	30	33	30	142	128	101
YER172C	V	529530	536021	-	6492	2463	1819	2075	1357	1031	899
YER092W	V	342855	343232	+	378	404	333	308	435	316	308
YEL008C-A	V	140726	140818	-	93	0	0	0	0	0	0
YEL032W	V	86937	89852	+	2916	1909	1504	1959	1134	850	683
YEL010W	V	136279	136629	+	351	5	0	3	3	4	1
YEL040W	V	78053	79456	+	1404	10831	12846	13296	1287	2032	1520
YEL059W	V	42652	42960	+	309	7	7	13	51	35	23
YER105C	V	367838	372013	-	4176	3190	2479	2938	3434	2304	1988
YEL053C	V	53901	56102	-	2202	789	804	830	342	682	669
YEL046C	V	67629	68792	-	1164	11041	9806	10777	8005	8906	8701
YER137C	V	441373	441819	-	447	32	26	19	7	11	9
YER013W	V	178841	182278	+	3438	772	537	585	754	607	570
YER147C-A	V	465203	465613	-	411	213	152	158	146	176	175
YEL036C	V	83050	84552	-	1503	2652	2864	3138	1927	1626	1167
YER094C	V	348729	349346	-	618	2121	1904	1919	5195	4401	3827
YER038C	V	226858	228252	-	1395	320	260	262	320	351	284
YEL034W	V	85676	86149	+	474	0	0	0	0	0	0
YER144C	V	457806	460223	-	2418	655	764	789	940	834	693
YER069W	V	295410	298001	+	2592	750	895	950	947	954	779
YEL066W	V	26667	27206	+	540	319	203	281	680	411	260
YER161C	V	499347	500348	-	1002	619	457	437	589	683	822
YER131W	V	423952	424311	+	360	15521	10911	10854	691	1133	2257
YER027C	V	208979	210232	-	1254	871	693	751	1819	1227	1198
tH(GUG)E2	V	434541	434612	-	72	2	0	1	0	3	0
YER088C-A	V	335696	336019	-	324	170	120	153	184	146	130
YER002W	V	156803	157498	+	696	1219	861	744	71	314	464
YEL062W	V	34407	36254	+	1848	324	330	368	479	558	590
YEL074W	V	6126	6464	+	339	12	7	9	16	14	12
YER142C	V	455146	456036	-	891	203	139	129	848	1053	974
YER035W	V	222639	223076	+	438	219	245	159	587	620	707
YER145C	V	460526	461740	-	1215	7538	6393	7758	10564	5659	2970
YER176W	V	541690	545055	+	3366	1337	1156	1022	1855	1930	1954
YER071C	V	301947	302327	-	381	252	190	165	306	423	392
YER150W	V	468370	468816	+	447	152	168	142	4188	6011	8269
YER177W	V	545611	546414	+	804	10831	10494	11984	22590	18488	18543
YER123W	V	404813	406387	+	1575	809	662	807	652	731	665
YEL018W	V	121471	122310	+	840	123	87	79	70	110	124
YER116C	V	395348	396172	-	825	379	287	237	524	404	386
YER043C	V	235770	237119	-	1350	17725	17289	18305	5230	6622	6434
YEL004W	V	146951	147979	+	1029	306	343	332	281	418	375
YER141W	V	453459	454919	+	1461	1532	1457	1735	5286	5142	5510
YER170W	V	525974	526651	+	678	219	164	183	619	538	458
YER047C	V	243810	246503	-	2694	461	350	397	524	477	457
YER132C	V	425188	430449	-	5262	952	939	1050	299	464	382
YEL068C	V	25646	25978	-	333	249	242	234	339	251	244
YER080W	V	319963	321846	+	1884	1127	943	1086	2226	2174	2068
YER052C	V	256375	257958	-	1584	3987	4183	4202	4108	7574	9122
YER070W	V	298950	301616	+	2667	8706	9573	9889	8689	7006	3900
YEL007W	V	141892	143892	+	2001	1778	2121	2191	1239	1264	911
tE(UUC)E2	V	354934	355005	+	72	0	0	0	0	0	0
YER068C-A	V	295301	295732	-	432	0	0	0	1	6	4
YER115C	V	394292	394867	-	576	373	343	364	303	290	231
tS(AGA)E	V	86604	86685	+	82	0	1	0	0	0	0
YER076C	V	312590	313498	-	909	296	284	317	664	538	462
YEL021W	V	116167	116970	+	804	0	0	0	0	0	0
YEL026W	V	101943	102323	+	381	8279	6860	7494	525	547	366
YER040W	V	229795	231987	+	2193	519	409	503	771	720	747
YEL016C	V	124737	126218	-	1482	859	825	893	889	797	666
YER012W	V	177835	178431	+	597	1981	1744	1671	5715	5703	4969
YER190W	V	571480	576525	+	5046	18	11	8	17	7	6
YER185W	V	559454	560365	+	912	111	80	68	221	173	163
YER189W	V	571155	571523	+	369	1	0	0	0	1	0
YEL060C	V	40046	41953	-	1908	1076	1069	1043	8020	5066	4247
YEL052W	V	56571	58100	+	1530	1515	1314	1477	3116	3170	3028
YER149C	V	466208	467470	-	1263	270	273	233	239	225	216
YER111C	V	382595	385876	-	3282	730	588	628	354	395	394
YER081W	V	322686	324095	+	1410	901	1104	949	1552	2285	2187
YER010C	V	172634	173338	-	705	631	553	568	1377	1153	905
YER018C	V	191959	192624	-	666	417	298	360	740	489	332
YEL076C	V	4464	5114	-	651	0	0	1	1	0	0
YEL018C-A	V	121455	121988	-	534	0	0	0	0	1	0
YER072W	V	302806	303195	+	390	6745	5697	6249	2776	2869	2892
YER093C	V	343320	347612	-	4293	892	663	675	681	664	623
YER178W	V	546817	548079	+	1263	11755	11403	13252	24302	17004	13436
YER030W	V	213437	213898	+	462	580	532	503	135	763	872
YER128W	V	415859	416470	+	612	157	131	100	178	173	172
YER003C	V;V	157736;159088	158994;159118	-;-	1290	4859	4595	5199	3421	3013	2703
YER163C	V	503084	503782	-	699	572	452	540	2168	1123	992
YEL005C	V	145907	146755	-	849	160	181	144	424	525	507
YER173W	V	536300	538279	+	1980	382	276	262	337	328	309
YEL065W	V	27657	29543	+	1887	3222	2440	2801	10907	8188	4203
YEL055C	V	48471	51539	-	3069	4096	3258	3613	1019	826	705
YER029C	V	212587	213177	-	591	295	232	221	204	267	324
YER089C	V	335946	337340	-	1395	1996	1776	2065	2928	2836	2878
YER179W	V;V	548421;548645	548552;549517	+;+	1005	136	95	97	606	318	334
YEL011W	V	133120	135234	+	2115	566	499	492	5506	4166	4009
YER166W	V	512744	517459	+	4716	4138	3128	3907	4364	2879	2379
YER061C	V	278298	279626	-	1329	435	411	440	569	514	558
YER082C	V	324272	325936	-	1665	1834	1510	1354	108	286	292
YER118C	V	397952	399055	-	1104	1633	1638	1839	863	810	626
YER152C	V	472657	473988	-	1332	906	825	1021	2415	1837	1410
YER107C	V	373448	374545	-	1098	1150	845	920	1387	899	833
YER020W	V	195168	196517	+	1350	410	475	373	1041	1575	1432
YER125W	V	410189	412618	+	2430	3743	2719	3800	5454	4333	4123
YER122C	V	402871	404352	-	1482	3242	2569	2807	3324	2574	2440
YER038W-A	V	228451	228831	+	381	0	1	0	1	0	2
YER057C	V	270737	271126	-	390	2289	2013	2182	3854	3004	2477
YEL033W	V	86179	86598	+	420	1604	1072	1180	396	297	244
YER006W	V	162723	164285	+	1563	4572	3583	3522	413	480	582
YER007W	V	164527	166083	+	1557	287	247	196	293	302	268
YER078W-A	V	318646	318810	+	165	3	2	2	2	14	10
tA(UGC)E	V	312023	312095	-	73	0	0	0	3	1	0
YEL002C	V	148722	150014	-	1293	5413	5207	6046	7047	6035	4645
YEL064C	V	29797	31239	-	1443	512	403	479	1081	758	681
YER103W	V	364589	366517	+	1929	486	483	433	18727	29319	44684
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	1332	1238	1123	658	899	891
snR80	V	52150	52320	-	171	6	9	9	2	7	4
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	108	84	73	277	243	198
YER120W	V	401135	401869	+	735	4180	3699	4325	4722	3551	3176
YER033C	V	218057	221287	-	3231	243	162	212	882	744	702
YER054C	V	262052	263698	-	1647	50	38	45	224	233	236
tV(AAC)E2	V	469457	469530	+	74	0	1	2	2	1	2
YER164W	V	505392	509798	+	4407	2019	1486	1513	2348	1873	1692
YER139C	V	450563	451243	-	681	238	189	180	784	609	607
